country,year,Trawling_Hours
Sidestripe shrimp Shrimp Management Area 14,1993,28998.48
Sidestripe shrimp Shrimp Management Area FR,1993,27226.51
Sidestripe shrimp Shrimp Management Area GTSE,1993,28868.98
Sidestripe shrimp Shrimp Management Area PRD,1993,27363.48
Sidestripe shrimp Shrimp Management Areas 18 and 19,1993,29076.49
Silk snapper Caribbean,1993,28279.08
Silver hake Gulf of Maine / Georges Bank,1993,29890.09
Silver hake Scotian Shelf and Bay of Fundy,1993,29238.77
Silver hake Southern Georges Bank / Mid-Atlantic,1993,28294.04
Silverfish Southeast Australia,1993,27931.24
Skipjack tuna Central Western Pacific Ocean,1993,28634.09
Skipjack tuna Eastern Atlantic,1993,28639.06
Skipjack tuna Eastern Pacific,1993,28216.59
Skipjack tuna Indian Ocean,1993,28196.23
Skipjack tuna Western Atlantic,1993,27165.16
Smalleyed ray Celtic Sea,1993,26880.55
Smooth dogfish Atlantic,1993,27619.97
Smooth hound Northeast Atlantic,1993,28925.87
Smooth oreo Bounty Plateau,1993,27740.57
Smooth oreo Chatham Rise,1993,27340.59
Smooth oreo East Pukaki Rise,1993,27673.25
Smooth oreo Southland,1993,28316.93
Smooth oreo West end of Chatham Rise,1993,28256.06
Smooth skate Gulf of Maine / Georges Bank-Southern New England,1993,28946.72
Smooth skate Southern Gulf of St. Lawrence,1993,27176.69
Snapper Northern Spencer Gulf,1993,28346.47
Snapper Southern Gulf St. Vincent,1993,27767.45
Snapper Southern Spencer Gulf,1993,27996.48
Snow crab Bering Sea,1993,28524.53
Snow crab Hokkaido,1993,27693.17
Snow crab North Pacific,1993,28203.77
Snow crab Northern Gulf of St. Lawrence,1993,27310.17
Snow crab Okhotsk Sea,1993,28900.04
Snow crab Southern Gulf of St. Lawrence,1993,27076.36
Snowy grouper Southern Atlantic coast,1993,28992.49
Sockeye salmon Adams,1993,28843.07
Sockeye salmon Akalura Lake,1993,27675.39
Sockeye salmon Akwe River,1993,27442.78
Sockeye salmon Anadyr sockeye wild,1993,28306.19
Sockeye salmon Area 1,1993,27811.46
Sockeye salmon Area 12,1993,29183.34
Sockeye salmon Area 13,1993,28567.19
Sockeye salmon Area 16,1993,27595.12
Sockeye salmon Area 28,1993,27790.09
Sockeye salmon Area 2E,1993,28283.65
Sockeye salmon Area 2W,1993,28225.59
Sockeye salmon Area 5,1993,27579.02
Sockeye salmon Area 6,1993,28598.87
Sockeye salmon Area 7,1993,27975.63
Sockeye salmon Area 8,1993,28468.09
Sockeye salmon Atnarko (Area 8),1993,27348.38
Sockeye salmon Barkley Sound,1993,27978.46
Sockeye salmon Bear River,1993,28013.77
Sockeye salmon Birkenhead,1993,27309.45
Sockeye salmon Black Lake,1993,27402.89
Sockeye salmon Bowron,1993,28205.45
Sockeye salmon Branch,1993,27842.45
Sockeye salmon Buskin Lake,1993,26968.97
Sockeye salmon Chignik Lake,1993,28946.31
Sockeye salmon Chilkat Lake,1993,29168.09
Sockeye salmon Chilko,1993,27891.97
Sockeye salmon Chilkoot Lake,1993,27156.64
Sockeye salmon Columbia R,1993,27749.89
Sockeye salmon Cultus,1993,28120.07
Sockeye salmon Early Upper Station,1993,27277.7
Sockeye salmon East Kamchatka sockeye wild,1993,26926.04
Sockeye salmon East-Alsek-Doame River,1993,29097.19
Sockeye salmon Egegik,1993,27661.04
Sockeye salmon Gates,1993,27614.56
Sockeye salmon Gates Channel,1993,28986.56
Sockeye salmon Horsefly,1993,27556.84
Sockeye salmon Igushik River,1993,27407.79
Sockeye salmon Ilnik River,1993,27403.75
Sockeye salmon Italo River,1993,28496.5
Sockeye salmon Japan High Seas catch sockeye hatchery,1993,29244.42
Sockeye salmon Japan High Seas catch sockeye wild,1993,28105.96
Sockeye salmon Karluk Lake,1993,27813.83
Sockeye salmon Kimsquit,1993,28698.18
Sockeye salmon Kitlope,1993,27007.86
Sockeye salmon Klukshu River,1993,28624.19
Sockeye salmon Kuskokwim,1993,28575.36
Sockeye salmon Kvichak,1993,29356.19
Sockeye salmon Lake Washington,1993,29070.87
Sockeye salmon Late Stuart,1993,28876.63
Sockeye salmon Late Upper Station,1993,27814.96
Sockeye salmon Little River,1993,27636.22
Sockeye salmon Long Lake,1993,28375.53
Sockeye salmon Lost River,1993,28717.16
Sockeye salmon Malina Lake,1993,27789.76
Sockeye salmon McDonald,1993,27118.59
Sockeye salmon Mitchell,1993,28425.35
Sockeye salmon Nadina,1993,27798.91
Sockeye salmon Nadina Channel,1993,27866.11
Sockeye salmon Naknek,1993,28207.78
Sockeye salmon Nass,1993,28071.88
Sockeye salmon Nelson River,1993,28681.46
Sockeye salmon Nushagak,1993,29512.19
Sockeye salmon Okhotsk sockeye wild,1993,27655.1
Sockeye salmon Orzinski Lake,1993,28778.7
Sockeye salmon Owikeno Lake,1993,28485.79
Sockeye salmon Pasagshak River,1993,27433.32
Sockeye salmon Pauls Bay Drainage,1993,28813.03
Sockeye salmon Pitt,1993,28397.11
Sockeye salmon Portage,1993,29197.28
Sockeye salmon Quinault,1993,27022.63
Sockeye salmon Raft,1993,27311.13
Sockeye salmon Redoubt Lake,1993,28904.87
Sockeye salmon Saltery Lake,1993,27473.99
Sockeye salmon Seymour,1993,29823.62
Sockeye salmon Situk River,1993,27993.43
Sockeye salmon Skeena,1993,28629.06
Sockeye salmon Skidegate,1993,28091.17
Sockeye salmon Speel Lake,1993,28298.16
Sockeye salmon Stellako,1993,29544.81
Sockeye salmon Stikine (District108),1993,28214.71
Sockeye salmon Tahltan,1993,27284.96
Sockeye salmon Taku River,1993,27649.23
Sockeye salmon Togiak,1993,28077.55
Sockeye salmon Uganik Lake,1993,29368.14
Sockeye salmon Ugashik,1993,27562.04
Sockeye salmon Upper Cook Inlet,1993,28638.59
Sockeye salmon Weaver,1993,27698.35
Sockeye salmon Weaver Channel,1993,27880.13
Sockeye salmon West Kamchatka sockeye wild,1993,27627.88
Sockeye salmon Wood,1993,27791.63
Sockeye salmon Yakoun,1993,28234.41
Sockeye salmon cayenne,1993,28483.34
Sockeye salmon chilliwack,1993,28540.1
Sockeye salmon fennell,1993,28077.49
Sockeye salmon harrison,1993,27513.52
Sockeye salmon nahatlatch,1993,28556.43
Sockeye salmon scotch,1993,27773.62
Sockeye salmon shuswap,1993,27571.11
Sockeye salmon taseko,1993,28287.84
Softshell clam  Quebec Coastal Waters,1993,27683.77
Sole West Africa Subgroup 3,1993,28543.44
South African abalone South Africa,1993,27982.45
South Pacific hake Central-Southern Chile,1993,27137.25
Southern blue whiting Campbell Island Rise,1993,28431.03
Southern blue whiting Central-Southern Chile,1993,28630.34
Southern blue whiting Southern Argentina,1993,27466.7
Southern bluefin tuna Southern Oceans,1993,27214.53
Southern hake Central-Southern Chile,1993,28370.8
Southern hake Chatham Rise,1993,27540.6
Southern hake Sub-Antarctic,1993,28874.11
Southern hake West Coast South Island,1993,28229.13
Southern pink shrimp West Africa,1993,27758.64
Southern spiny lobster South Africa South coast,1993,27449.6
Spanish mackerel Gulf of Mexico,1993,27503.43
Spanish mackerel Southern Atlantic coast,1993,28725.82
Spear squid Pacific Ocean,1993,26532.8
Spear squid Tsushima warm current,1993,27666.47
Spiny dogfish Atlantic Coast,1993,28373.07
Spiny dogfish Black Sea,1993,28861.46
"Spiny dogfish Scotian Shelf, Bay of Fundy and Georges Bank",1993,29352.91
Splitnose rockfish Pacific Coast,1993,27745.38
Spotted mackerel East China Sea,1993,28000.48
Spotted mackerel Pacific Coast of Japan,1993,27636.3
Spotted ray ICES 3a-4-7d,1993,28725.1
Spotted ray ICES 7aefgh,1993,27472.72
Spotted spiny dogfish Pacific Coast,1993,27227.25
Sprat Baltic Areas 22-32,1993,27638.75
Sprat Black Sea,1993,27426.79
Sprat ICES 6-7abcfghijk,1993,27556.12
Sprat ICES 7de,1993,28237.34
Sprat Kattegat and Skagerrak,1993,27759.26
Sprat North Sea,1993,27955.8
Spurdog Northeast Atlantic,1993,27564.32
Starry flounder Northern Pacific Coast,1993,28813.65
Starry flounder Southern Pacific Coast,1993,28731.18
Starry ray ICES 2-3a-4,1993,28997.15
Striped bass Gulf of Maine / Cape Hatteras,1993,27479.09
Striped marlin Indian Ocean,1993,26710.79
Striped marlin Northeast Pacific,1993,28254.01
Striped marlin Western Pacific Ocean,1993,28741.51
Striped marlin Western and Central North Pacific,1993,27376.52
Striped red mullet ICES 6-7abcefghijk-8-9a,1993,28029.92
Summer flounder Mid-Atlantic Coast,1993,27363.82
Swordfish Eastern Pacific,1993,27428.18
Swordfish Indian Ocean,1993,27055.54
Swordfish Mediterranean Sea,1993,27772.98
Swordfish North Pacific Ocean,1993,27818.73
Swordfish Northern Atlantic,1993,26894.73
Swordfish South Atlantic,1993,27350.71
Swordtip squid Sea of Japan and East China Sea,1993,28021.11
Tanner crab Bering Sea and Aleutian Islands,1993,28408.04
Tarakihi Sub-Antarctic,1993,28730.92
Tasmanian giant crab Tasmania,1993,28804.48
Thornback skate ICES 3a-4-7d,1993,28842.63
Thornback skate ICES 7afg,1993,27329.49
Thorny skate Grand Bank and St Pierre Bank,1993,27553.91
Thorny skate Gulf of Maine / Georges Bank-Southern New England,1993,28868.55
Thorny skate Southern Gulf of St. Lawrence,1993,28718.17
Threadfin West Africa Subgroup 2,1993,28673.88
Threadfin West Africa Subgroup 3,1993,29087.72
Tiger flathead Southeast Australia,1993,28334.24
Tilefish Gulf of Mexico,1993,27894.6
Tilefish Mid-Atlantic Coast,1993,27483.17
Tilefish Southern Atlantic coast,1993,28990.41
Trevally New Zealand Areas TRE 7,1993,27148.98
Turbot Baltic Areas 22-32,1993,27530.05
Turbot Black Sea,1993,27929.64
Turbot Kattegat and Skagerrak,1993,27332.01
Turbot North Sea,1993,28218.57
Tusk ICES 5a-14,1993,28166.61
Tusk North of Azores,1993,27672.86
Tusk North-East Arctic,1993,27072.78
Tusk Northeast Atlantic,1993,28091.43
Tusk Rockall Bank,1993,27625.73
Undulate ray ICES 7de,1993,27449.18
Vermilion snapper Gulf of Mexico,1993,28760.56
Vermilion snapper Southern Atlantic coast,1993,28637.64
Walleye pollock Aleutian Islands,1993,28048.61
Walleye pollock Bogoslof,1993,28178.62
Walleye pollock Eastern Bering Sea,1993,28609.1
Walleye pollock Gulf of Alaska,1993,28809.75
Walleye pollock Navarinsky,1993,28730.42
Walleye pollock Nemuro Strait,1993,26915.97
Walleye pollock Northern Sea of Okhotsk,1993,28516.55
Walleye pollock Okhotsk Sea,1993,28724.53
Walleye pollock Pacific Coast of Japan,1993,28783.57
Walleye pollock Sea of Japan North,1993,29511.26
Walleye pollock Western Bering Sea,1993,28487.42
Waved whelk Quebec Coastal Waters,1993,28604.65
Weakfish Atlantic Coast,1993,27409.55
West coast rock lobster South Africa Area 7,1993,26780.49
West coast rock lobster South Africa Area 8,1993,28997.47
West coast rock lobster South Africa Areas 1-2,1993,29114.29
West coast rock lobster South Africa Areas 3-4,1993,28819.09
West coast rock lobster South Africa Areas 5-6,1993,28332.47
White anglerfish ICES 7-8abd,1993,27624.1
White anglerfish ICES 8c-9a,1993,28336.02
White hake Gulf of Maine / Georges Bank,1993,28924.74
White hake Northern Gulf of St. Lawrence,1993,28077.71
"White hake Scotian Shelf, Bay of Fundy and Georges Bank",1993,28176.97
White hake Southern Gulf of St. Lawrence,1993,27140.2
White hake St. Pierre Bank,1993,27436.74
White marlin Atlantic Ocean,1993,28338.58
White shrimp Gulf of Mexico,1993,27112.7
Whitespotted conger Ise and Mikawa Bay,1993,26982.91
Whiting Celtic Sea,1993,27870.66
Whiting ICES 4-7d,1993,28156.38
Whiting Irish Sea,1993,28503.05
Whiting Kattegat and Skagerrak,1993,28707.26
Whiting Rockall Bank,1993,28014.59
Whiting West of Scotland,1993,27554.05
Widow rockfish Pacific Coast,1993,27880.6
Windowpane flounder Gulf of Maine / Georges Bank,1993,27586.11
Windowpane flounder Southern New England /Mid Atlantic,1993,27984.57
Winter flounder Georges Bank,1993,28738.37
Winter flounder Gulf of Maine,1993,27707.64
Winter flounder Southern Gulf of St. Lawrence,1993,27515.19
Winter flounder Southern New England /Mid Atlantic,1993,29005.47
Winter skate Gulf of Maine / Cape Hatteras,1993,27723.16
Witch flounder Gulf of Maine,1993,26880.76
Witch flounder Gulf of St. Lawrence,1993,28236.29
Witch flounder ICES 3a-4-7d,1993,27729.47
Witch flounder St. Pierre Bank,1993,27568.86
Yellow goosefish North Pacific,1993,27624.47
Yellow sea bream Sea of Japan,1993,28962.11
Yellow squat lobster Central-Southern Chile,1993,28498.1
Yellow squat lobster Northern Chile,1993,28019.01
Yellow striped flounder North coast of Hokkaido,1993,29450.89
Yellow striped flounder Sea of Japan,1993,28133.69
Yellowedge grouper Gulf of Mexico,1993,27646.91
Yelloweye rockfish Gulf of Alaska,1993,28916.48
Yelloweye rockfish Pacific Coast,1993,28182.05
Yelloweye rockfish Pacific Coast of Canada (Inside),1993,27773.94
Yellowfin sole Bering Sea and Aleutian Islands,1993,26892.55
Yellowfin tuna Atlantic Ocean,1993,27972.09
Yellowfin tuna Central Western Pacific Ocean,1993,27670.73
Yellowfin tuna Eastern Pacific,1993,28150.77
Yellowfin tuna Indian Ocean,1993,27559.74
Yellownose skate Central-Southern Chile,1993,28778.08
Yellownose skate Southern Chile,1993,29000.75
Yellowtail flounder Cape Cod / Gulf of Maine,1993,29064.8
Yellowtail flounder Georges Bank,1993,28466.32
Yellowtail flounder Grand Banks,1993,29103.6
Yellowtail flounder Southern New England /Mid Atlantic,1993,27802.8
Yellowtail rockfish Northern Pacific Coast,1993,28959.42
Yellowtail snapper Southern Atlantic coast and Gulf of Mexico,1993,28254.79
Acadian redfish Gulf of Maine / Georges Bank,1994,27579.63
Acadian redfish NAFO Division 2J3K,1994,28472.89
Acadian redfish NAFO Division 3LNO and Units 1 and 2,1994,26979.43
Acadian redfish Unit 3,1994,27462.36
Aesop shrimp Shrimp Fishing Areas 2-3,1994,27837.28
Alaska plaice Bering Sea and Aleutian Islands,1994,27312.33
Alaska skate Bering Sea and Aleutian Islands,1994,28691.96
Alaskan pink shrimp Sea of Japan,1994,27622.83
Albacore tuna Indian Ocean,1994,28524.41
Albacore tuna Mediterranean Sea,1994,28564.84
Albacore tuna North Pacific Ocean,1994,28936.93
Albacore tuna Northern Atlantic,1994,27446.07
Albacore tuna South Atlantic,1994,27194.35
Albacore tuna South Pacific Ocean,1994,27765.94
Amberstripe scad East China Sea,1994,27657.61
American lobster Atlantic Coast of Nova Scotia (LFA 27-33),1994,29110.22
American lobster Gaspe (LFA 19-21),1994,28536.04
American lobster Georges Bank,1994,27862.53
American lobster Gulf of Maine,1994,27903.49
American lobster Lobster Fishing Area 34,1994,29071.87
American lobster Lobster Fishing Area 41,1994,27957.59
American lobster Lobster Fishing Areas 3-14,1994,28217.96
American lobster Lobster Fishing Areas 35-38,1994,27508.34
American lobster Magdalen Islands (LFA 22),1994,29391.15
American lobster Quebec North Shore and Anticosti Island (LFA 15-18),1994,27328.63
American lobster Southern Gulf of St. Lawrence,1994,27791.29
American lobster Southern New England,1994,28146.5
American plaice Flemish Cap,1994,27044.35
American plaice Grand Banks,1994,28404.75
American plaice Gulf of Maine / Georges Bank,1994,28293.78
American plaice Labrador - NE Newfoundland,1994,28942.81
American plaice Scotian Shelf and Bay of Fundy,1994,28915.2
American plaice Southern Gulf of St. Lawrence,1994,28500.0
American plaice St. Pierre Bank,1994,28371.26
"Anchovy Adriatic Sea (GSA 17,18)",1994,28916.76
Anchovy Bay of Biscay,1994,27622.37
Anchovy Black Sea,1994,28345.4
Anchovy Gulf of Lions,1994,27905.72
Anchovy Northern Spain,1994,28042.9
Anchovy Portugese Waters -East,1994,27426.5
Anchovy South Africa,1994,27598.36
Anchovy West Africa,1994,28247.34
Anchovy kilka Iranian Caspian Sea,1994,28378.15
Angel shark Northeast Atlantic,1994,28547.66
Arabesque greenling Nemuro Strait,1994,27319.42
Arabesque greenling North coast of Hokkaido,1994,28025.54
Arabesque greenling South coast of Hokkaido,1994,28943.51
Arctic surfclam Banquereau,1994,28564.77
Arctic surfclam Division 3LNO,1994,27226.56
Arctic surfclam Quebec Coastal Waters,1994,28789.14
Arctic surfclam Quebec and Gulf of St. Lawrence,1994,28609.24
Argentine anchoita Northern Argentina,1994,27004.5
Argentine anchoita Southern Argentina,1994,28868.11
Argentine chub mackerel Southern Argentina,1994,27924.41
Argentine hake Northern Argentina,1994,28329.11
Argentine hake Southern Argentina,1994,28066.89
Arrowtooth flounder Bering Sea and Aleutian Islands,1994,28300.8
Arrowtooth flounder Gulf of Alaska,1994,27754.08
Arrowtooth flounder Pacific Coast,1994,27186.38
Atka mackerel Bering Sea and Aleutian Islands,1994,28587.36
Atka mackerel Gulf of Alaska,1994,28469.55
Atlantic bluefin tuna Eastern Atlantic,1994,28430.99
Atlantic bluefin tuna Western Atlantic,1994,28813.94
Atlantic butterfish Gulf of Maine / Cape Hatteras,1994,28198.46
Atlantic cod Celtic Sea,1994,28823.24
Atlantic cod Eastern Baltic,1994,27841.7
Atlantic cod Eastern Scotian Shelf,1994,27440.43
Atlantic cod Faroe Bank,1994,27396.36
Atlantic cod Faroe Plateau,1994,28341.87
Atlantic cod Flemish Cap,1994,27935.16
Atlantic cod Georges Bank,1994,27381.24
Atlantic cod Gulf of Maine,1994,28978.48
Atlantic cod ICES 3a(west)-4-7d,1994,29452.99
Atlantic cod Iceland Grounds,1994,27894.05
Atlantic cod Irish Sea,1994,27810.38
Atlantic cod NAFO 1abdce,1994,29373.06
Atlantic cod NAFO 1f and ICES 14,1994,28195.36
Atlantic cod NAFO 5Zjm,1994,28900.74
Atlantic cod NAFO Subarea 1 (inshore),1994,27722.96
Atlantic cod North-East Arctic,1994,27197.29
Atlantic cod North-East Arctic (Norwegian coastal waters),1994,28915.06
Atlantic cod Northern Gulf of St. Lawrence,1994,28171.55
Atlantic cod Rockall Bank,1994,27786.64
Atlantic cod Southern Grand Banks,1994,27363.75
Atlantic cod Southern Gulf of St. Lawrence,1994,27751.82
Atlantic cod Southern Labrador-Eastern Newfoundland,1994,26822.42
Atlantic cod St. Pierre Bank,1994,27713.25
Atlantic cod West of Scotland,1994,28878.88
Atlantic cod Western Baltic,1994,28628.34
"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1994,27833.03
Atlantic croaker Mid-Atlantic Coast,1994,29673.45
Atlantic halibut Gulf of Maine / Georges Bank,1994,28633.31
Atlantic halibut Scotian Shelf and Southern Grand Banks,1994,27698.24
Atlantic menhaden Atlantic,1994,28261.08
Atlantic sharpnose shark Atlantic,1994,27330.87
Atlantic surfclam Mid-Atlantic Coast,1994,28236.17
Atlantic wolffish Gulf of Maine / Georges Bank,1994,27432.2
Aurora rockfish Pacific Coast,1994,29414.69
Australian salmon New Zealand,1994,28783.13
Bank rockfish California,1994,27728.02
Barndoor skate Gulf of Maine / Georges Bank-Southern New England,1994,27709.2
Basking shark Northeast Atlantic,1994,27949.48
Beaked redfish ICES 5-12-14 and NAFO Subareas 1-2 (deep),1994,27491.46
Beaked redfish ICES 5-12-14 and NAFO Subareas 1-2 (shallow),1994,28426.62
Beaked redfish ICES 5a-14,1994,28569.72
Beaked redfish Southeast Greenland,1994,29155.42
Beryx spp Northeast Atlantic,1994,29988.87
Big skate Hecate Strait,1994,29609.98
Big skate Queen Charlotte Sound,1994,27755.2
Big skate West Coast of Vancouver Island,1994,27456.21
Bigeye grunt West Africa Subgroup 2,1994,28237.22
Bigeye tuna Atlantic Ocean,1994,28387.91
Bigeye tuna Central Western Pacific Ocean,1994,28433.6
Bigeye tuna Eastern Pacific,1994,28279.56
Bigeye tuna Indian Ocean,1994,27324.77
Bight redfish Southeast Australia,1994,28275.81
Black bellied angler ICES 7-8abd,1994,29195.65
Black bellied angler ICES 8c-9a,1994,28887.41
Black cardinalfish East coast of North Island,1994,28947.94
Black grouper Gulf of Mexico and South Atlantic,1994,29543.19
Black marlin Indian Ocean,1994,27630.44
Black oreo Pukaki Rise,1994,27538.5
Black oreo West end of Chatham Rise,1994,28066.97
Black rockfish California,1994,29122.66
Black rockfish Oregon Coast,1994,28827.02
Black rockfish Washington,1994,27885.54
Black scabbardfish Northeast Atlantic,1994,28465.47
Black sea bass Mid-Atlantic Coast,1994,29082.65
Black sea bass South Atlantic,1994,28737.6
Blackgill rockfish Pacific Coast,1994,28673.59
Blacknose shark Atlantic,1994,27030.35
Blacktip shark Atlantic,1994,28528.07
Blacktip shark Gulf of Mexico,1994,27747.87
Blue crab Chesapeake Bay,1994,28760.27
Blue grenadier New South Wales to Western Australia,1994,28401.68
Blue jack mackerel Azores,1994,28349.43
Blue king crab Pribilof Islands,1994,29061.81
Blue king crab Saint Matthews Island,1994,28228.41
Blue ling ICES 1-2-3a-4a-8-9-12,1994,28843.43
Blue ling ICES 5b-6-7,1994,29838.07
Blue marlin Atlantic Ocean,1994,29043.45
Blue marlin Pacific Ocean,1994,27588.4
Blue rockfish California,1994,28727.93
Blue shark North Pacific Ocean,1994,28229.7
Blue warehou Eastern half of Southeast Australia,1994,28790.31
Blue warehou Western half of Southeast Australia,1994,29336.76
Blue whiting Northeast Atlantic,1994,27816.18
Bluefish Atlantic Coast,1994,28807.24
Blueline tilefish Southern Atlantic coast,1994,28128.83
Bluenose New Zealand,1994,28291.85
Boarfish ICES 6-8,1994,28532.67
Bobo croaker West Africa Subgroup 1,1994,27528.75
Bocaccio British Columbia Waters,1994,28728.05
Bocaccio Southern Pacific Coast,1994,28133.42
Bonga West Africa,1994,27103.92
Bonnethead shark Atlantic,1994,28070.89
Brill Baltic Areas 22-32,1994,27523.11
Brill ICES 3a-4-7d,1994,27726.98
Brown rockfish Pacific Coast,1994,29562.43
Brown shrimp Gulf of Mexico,1994,28280.59
Brown tiger shrimp Northern Australia,1994,28786.98
Cabezon Northern California,1994,28898.4
Cabezon Oregon Coast,1994,28716.27
Cabezon Southern California,1994,28511.05
California scorpionfish Southern California,1994,28768.84
Canary rockfish Pacific Coast,1994,28533.13
Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,1994,27899.7
Cape Hope squid South Africa,1994,27055.34
Cape horse mackerel South Africa South coast,1994,27071.48
Capelin Barents Sea,1994,27409.14
Capelin Gulf of St. Lawrence,1994,28266.08
Capelin ICES 2a-5-14,1994,28878.88
Catfish West Africa Subgroup 1,1994,28472.12
Chilean herring Central-Southern Chile,1994,29004.01
Chilean jack mackerel Chilean EEZ and offshore,1994,27664.77
Chilean sardine Central-Southern Chile,1994,29288.35
Chilipepper Southern Pacific Coast,1994,29477.16
China rockfish Central Pacific Coast,1994,28564.5
China rockfish Northern Pacific Coast,1994,27681.72
China rockfish Southern Pacific Coast,1994,27557.85
Chub mackerel Pacific Coast of Japan,1994,27936.76
Chub mackerel Tsushima Strait,1994,28324.15
Chub mackerel West Africa,1994,27422.59
Chum salmon AK Pen Southeastern and South-central Districts,1994,27603.8
Chum salmon AK Pen Southwestern and Unimak Districts,1994,28533.84
Chum salmon Amur chum hatchery,1994,28203.29
Chum salmon Amur chum wild,1994,28938.43
Chum salmon Anadyr chum wild,1994,28462.95
Chum salmon Andreafsky River,1994,27854.73
Chum salmon Anvik River,1994,28636.29
Chum salmon Area 1,1994,29127.22
Chum salmon Area 10,1994,28530.15
Chum salmon Area 11,1994,28352.7
Chum salmon Area 12,1994,27709.26
Chum salmon Area 13,1994,27465.18
Chum salmon Area 14,1994,27987.8
Chum salmon Area 15,1994,28809.76
Chum salmon Area 16,1994,27397.07
Chum salmon Area 17,1994,28704.04
Chum salmon Area 18,1994,27956.28
Chum salmon Area 19,1994,28350.76
Chum salmon Area 20,1994,28347.98
Chum salmon Area 22,1994,28142.62
Chum salmon Area 23,1994,28538.03
Chum salmon Area 24,1994,27525.78
Chum salmon Area 25,1994,27795.3
Chum salmon Area 26,1994,29145.81
Chum salmon Area 27,1994,29536.68
Chum salmon Area 29,1994,28268.5
Chum salmon Area 2E,1994,27867.88
Chum salmon Area 2W,1994,28692.43
Chum salmon Area 3,1994,27752.07
Chum salmon Area 4,1994,27714.13
Chum salmon Area 5,1994,27517.44
Chum salmon Area 6,1994,28787.22
Chum salmon Area 7,1994,28568.42
Chum salmon Area 8,1994,28936.37
Chum salmon Area 9,1994,28845.44
Chum salmon Bear River,1994,28895.33
"Chum salmon Bechevin, Swanson (Northwestern District)",1994,28254.36
Chum salmon Bruin River,1994,27835.73
Chum salmon CaribouFlats,1994,28531.99
Chum salmon Chignik Central District,1994,28870.53
Chum salmon Chignik Eastern District,1994,28333.44
Chum salmon Chignik Western District,1994,28400.57
Chum salmon Cinder River,1994,28820.08
Chum salmon Columbia R,1994,28870.12
Chum salmon Cottonwood Creek and Iniskin River,1994,27608.11
Chum salmon Dogfish Lagoon,1994,27517.5
Chum salmon East Kamchatka chum hatchery,1994,28698.53
Chum salmon East Kamchatka chum wild,1994,28767.02
Chum salmon East Sakhalin chum hatchery,1994,28462.31
Chum salmon Fish Creek,1994,28185.29
Chum salmon Golovin,1994,29417.63
Chum salmon Goodnews River,1994,27265.91
Chum salmon Grays Harbour,1994,28098.84
Chum salmon Hood Canal,1994,27574.17
Chum salmon Inner South Coast (Fraser plus Mainland),1994,28261.2
"Chum salmon Izembek, Moffet (Northwestern District)",1994,27167.75
Chum salmon Japan High Seas catch chum hatchery,1994,28452.09
Chum salmon Japan High Seas catch chum wild,1994,28107.38
Chum salmon Japan coastal chum hatchery,1994,27806.53
Chum salmon Juan de Fuca Straits,1994,28834.71
Chum salmon Kanektok River,1994,29202.0
Chum salmon Kotzebue Sound,1994,27320.26
Chum salmon Kuskokwim,1994,28371.08
Chum salmon Kwiniuk and Tubutulik Rivers (Norton Sound),1994,29120.43
Chum salmon McNeil River (and Sub-District),1994,27661.67
Chum salmon NelsonLagoon,1994,29391.31
Chum salmon Nooksack and Samish Rivers,1994,28163.96
Chum salmon Norton Bay,1994,28635.7
Chum salmon Norton Sound District 1,1994,29011.11
Chum salmon Nushagak District,1994,27855.46
Chum salmon Okhotsk chum hatchery,1994,28356.34
Chum salmon Okhotsk chum wild,1994,27876.59
Chum salmon PMollerBt,1994,28543.07
Chum salmon Perryville District,1994,27694.33
Chum salmon Port Dick and Island Creek,1994,29487.43
Chum salmon Port Graham,1994,29273.39
Chum salmon PortHeiden,1994,27326.94
Chum salmon Primorye chum hatchery,1994,28544.33
Chum salmon Primorye chum wild,1994,28631.67
Chum salmon Rocky River,1994,28756.31
Chum salmon Shaktoolik,1994,27604.16
Chum salmon Skagit River,1994,27814.45
Chum salmon South Sound Fall Run,1994,28799.83
Chum salmon South Sound Summer Run,1994,28614.4
Chum salmon South Sound Winter Run,1994,27685.72
Chum salmon Stillaguamish and Snohomish Rivers,1994,27336.14
Chum salmon ThreeHills,1994,28034.17
Chum salmon Togiak District,1994,27956.24
Chum salmon Unalakleet,1994,29351.62
Chum salmon Upper Cook Inlet,1994,27273.35
Chum salmon Ursus Cove and Lagoon,1994,30126.59
Chum salmon West Kamchatka chum hatchery,1994,27712.94
Chum salmon West Kamchatka chum wild,1994,27766.69
Chum salmon Willapa Bay,1994,27789.24
Chum salmon Yukon River Fall Run,1994,27671.38
Chum salmon Yukon River Summer Run,1994,29004.91
Clearnose skate Mid-Atlantic Coast,1994,29296.84
Coastal shrimp West Africa,1994,29507.73
Cobia Gulf of Mexico,1994,27577.63
Cobia Southern Atlantic coast,1994,27655.46
Common gemfish New Zealand,1994,27151.83
Common gemfish Southeast Australia,1994,28209.57
Common sole Celtic Sea,1994,27739.0
Common sole Eastern English Channel,1994,27264.58
Common sole ICES 22-24-3a,1994,28663.52
Common sole ICES 7bc,1994,27912.76
Common sole ICES 7h-k,1994,28528.36
Common sole ICES 8ab,1994,27780.72
Common sole Irish Sea,1994,27436.95
