country,year,biomass_relative_to,SST,Trawling_Hours,country_encoded
Blueline tilefish Southern Atlantic coast,1988,7586780,29.27,27214.63,177
Bluenose New Zealand,1988,20254280,30.29,27904.21,178
Bocaccio British Columbia Waters,1988,3477930,31.11,28448.86,181
Bocaccio Southern Pacific Coast,1988,0,30.04,27720.24,182
Bonnethead shark Atlantic,1988,1517820,29.02,27117.07,184
Brill Baltic Areas 22-32,1988,0,30.1,27750.7,185
Brill ICES 3a-4-7d,1988,0,29.13,27129.81,186
Brown rockfish Pacific Coast,1988,7558370,30.22,27917.43,187
Brown shrimp Gulf of Mexico,1988,46260930,29.91,27651.61,188
Brown tiger shrimp Northern Australia,1988,755780,29.85,27665.79,189
Cabezon Northern California,1988,19416340,31.1,28439.26,190
Cabezon Oregon Coast,1988,27706420,30.03,27739.2,191
Cabezon Southern California,1988,11641790,29.63,27503.84,192
California scorpionfish Southern California,1988,12308120,31.19,28502.69,193
Canary rockfish Pacific Coast,1988,7208650,30.47,28004.94,194
Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,1988,18611670,28.2,26541.91,195
Cape Hope squid South Africa,1988,9687510,28.96,26998.24,196
Cape horse mackerel South Africa South coast,1988,2640,28.23,26550.22,197
Capelin Barents Sea,1988,0,28.94,26982.76,198
Capelin Gulf of St. Lawrence,1988,0,29.85,27622.45,199
Capelin ICES 2a-5-14,1988,0,31.06,28384.83,200
Chilean herring Central-Southern Chile,1988,0,30.63,28168.85,203
Chilean jack mackerel Chilean EEZ and offshore,1988,0,28.37,26663.65,204
Chilipepper Southern Pacific Coast,1988,8156030,29.99,27739.75,206
China rockfish Central Pacific Coast,1988,22807690,29.9,27647.51,207
China rockfish Northern Pacific Coast,1988,20696720,29.48,27378.21,208
China rockfish Southern Pacific Coast,1988,8796990,29.28,27228.43,209
Chub mackerel Pacific Coast of Japan,1988,3629180,29.28,27276.0,210
Chub mackerel Tsushima Strait,1988,15689670,28.74,26904.71,211
Chum salmon AK Pen Southeastern and South-central Districts,1988,0,29.12,27088.79,213
Chum salmon AK Pen Southwestern and Unimak Districts,1988,0,30.11,27779.19,214
Chum salmon Amur chum hatchery,1988,0,30.62,28110.08,215
Chum salmon Amur chum wild,1988,0,30.81,28267.5,216
Chum salmon Anadyr chum wild,1988,0,30.3,27910.73,217
Chum salmon Andreafsky River,1988,0,29.6,27466.56,218
Chum salmon Anvik River,1988,0,28.57,26825.71,219
Chum salmon Area 1,1988,0,31.47,28666.74,220
Chum salmon Area 10,1988,0,29.51,27386.86,221
Chum salmon Area 11,1988,0,28.51,26750.67,222
Chum salmon Area 12,1988,0,28.83,26941.75,223
Chum salmon Area 13,1988,0,28.14,26493.25,224
Chum salmon Area 14,1988,0,30.43,27953.67,225
Chum salmon Area 15,1988,0,30.29,27891.15,226
Chum salmon Area 16,1988,0,27.88,26347.07,227
Chum salmon Area 17,1988,0,29.94,27726.05,228
Chum salmon Area 18,1988,0,29.75,27541.74,229
Chum salmon Area 19,1988,0,29.9,27649.09,230
Chum salmon Area 20,1988,0,29.84,27596.92,231
Chum salmon Area 22,1988,0,29.39,27318.53,232
Chum salmon Area 23,1988,0,29.62,27485.08,233
Chum salmon Area 24,1988,0,28.98,27023.37,234
Chum salmon Area 25,1988,0,29.1,27102.09,235
Chum salmon Area 26,1988,0,31.47,28660.81,236
Chum salmon Area 27,1988,0,31.47,28672.57,237
Chum salmon Area 29,1988,0,28.96,27055.57,238
Chum salmon Area 2E,1988,0,29.2,27178.42,239
Chum salmon Area 2W,1988,0,30.05,27762.26,240
Chum salmon Area 3,1988,0,29.01,27093.97,241
Chum salmon Area 4,1988,0,27.44,26074.11,242
Chum salmon Area 5,1988,0,29.85,27546.63,243
Chum salmon Area 6,1988,0,30.3,27936.97,244
Chum salmon Area 7,1988,0,30.34,27954.09,245
Chum salmon Area 8,1988,0,31.25,28548.32,246
Chum salmon Area 9,1988,0,31.03,28404.21,247
Chum salmon Bear River,1988,0,29.91,27742.13,248
"Chum salmon Bechevin, Swanson (Northwestern District)",1988,0,29.75,27556.47,249
Chum salmon Big and Little Kamishak Rivers,1988,0,31.45,28630.33,250
Chum salmon Bruin River,1988,0,28.61,26802.17,251
Chum salmon CaribouFlats,1988,0,30.97,28309.33,252
Chum salmon Chignik Central District,1988,0,30.36,27960.92,253
Chum salmon Chignik Eastern District,1988,0,29.45,27363.74,254
Chum salmon Chignik Western District,1988,0,30.21,27858.44,255
Chum salmon Cinder River,1988,0,30.03,27739.9,256
Chum salmon Columbia R,1988,0,30.2,27854.95,257
Chum salmon Cottonwood Creek and Iniskin River,1988,0,28.09,26467.12,258
Chum salmon Dogfish Lagoon,1988,0,27.75,26263.59,259
Chum salmon East Alsek River,1988,0,29.13,27119.96,260
Chum salmon East Kamchatka chum hatchery,1988,0,30.59,28108.91,261
Chum salmon East Kamchatka chum wild,1988,0,31.48,28648.95,262
Chum salmon East Sakhalin chum hatchery,1988,0,30.03,27741.27,263
Chum salmon Fish Creek,1988,0,28.24,26597.76,264
Chum salmon Golovin,1988,0,31.12,28459.04,265
Chum salmon Goodnews River,1988,0,28.93,27001.47,266
Chum salmon Grays Harbour,1988,0,29.16,27171.69,267
Chum salmon Hood Canal,1988,0,30.13,27785.85,268
Chum salmon Inner South Coast (Fraser plus Mainland),1988,0,30.18,27822.89,269
"Chum salmon Izembek, Moffet (Northwestern District)",1988,0,27.8,26291.82,270
Chum salmon Japan High Seas catch chum hatchery,1988,0,29.53,27424.92,271
Chum salmon Japan High Seas catch chum wild,1988,0,30.54,28042.14,272
Chum salmon Japan coastal chum hatchery,1988,0,29.25,27251.12,273
Chum salmon Juan de Fuca Straits,1988,0,30.73,28212.65,274
Chum salmon Kadashan Creek,1988,0,29.83,27597.2,275
Chum salmon Kanektok River,1988,0,30.57,28138.18,276
Chum salmon Kotzebue Sound,1988,0,29.05,27092.4,277
Chum salmon Kuskokwim,1988,0,29.32,27270.37,278
Chum salmon Kwiniuk and Tubutulik Rivers (Norton Sound),1988,0,30.95,28363.78,279
Chum salmon McNeil River (and Sub-District),1988,0,28.06,26474.92,280
Chum salmon NelsonLagoon,1988,0,30.93,28340.43,281
Chum salmon Nooksack and Samish Rivers,1988,0,29.61,27478.24,282
Chum salmon Norton Bay,1988,0,30.16,27791.05,283
Chum salmon Norton Sound District 1,1988,0,31.06,28414.15,284
Chum salmon Nushagak District,1988,0,28.38,26664.76,285
Chum salmon Okhotsk chum hatchery,1988,0,29.48,27384.51,286
Chum salmon Okhotsk chum wild,1988,0,28.91,26988.02,287
Chum salmon PMollerBt,1988,0,29.92,27681.14,288
Chum salmon Perryville District,1988,0,28.33,26660.21,289
Chum salmon Port Dick and Island Creek,1988,0,30.84,28273.51,290
Chum salmon Port Graham,1988,0,31.52,28717.29,291
Chum salmon PortHeiden,1988,0,29.19,27158.51,292
Chum salmon Primorye chum hatchery,1988,0,29.96,27665.31,293
Chum salmon Primorye chum wild,1988,0,30.01,27756.4,294
Chum salmon Rocky River,1988,0,31.64,28788.7,295
Chum salmon Shaktoolik,1988,0,28.55,26788.89,296
Chum salmon Skagit River,1988,0,30.12,27789.02,297
Chum salmon South Sound Fall Run,1988,0,30.54,28100.7,298
Chum salmon South Sound Summer Run,1988,0,29.68,27492.46,299
Chum salmon South Sound Winter Run,1988,0,27.91,26375.67,300
Chum salmon Stillaguamish and Snohomish Rivers,1988,0,28.62,26780.38,301
Chum salmon ThreeHills,1988,0,29.26,27251.39,302
Chum salmon Togiak District,1988,0,29.58,27422.51,303
Chum salmon Unalakleet,1988,0,31.05,28409.02,304
Chum salmon Upper Cook Inlet,1988,0,29.27,27217.29,305
Chum salmon Ursus Cove and Lagoon,1988,0,31.23,28539.04,306
Chum salmon West Kamchatka chum hatchery,1988,0,28.72,26907.59,307
Chum salmon West Kamchatka chum wild,1988,0,29.85,27568.64,308
Chum salmon Willapa Bay,1988,0,29.03,27078.2,309
Chum salmon Yukon River Fall Run,1988,0,28.86,26967.46,310
Chum salmon Yukon River Summer Run,1988,0,31.84,28901.9,311
Clearnose skate Mid-Atlantic Coast,1988,0,30.45,28047.72,312
Cobia Gulf of Mexico,1988,6053270,28.25,26556.8,314
Cobia Southern Atlantic coast,1988,1306770,28.87,26959.66,315
Common gemfish New Zealand,1988,37991680,28.22,26539.11,316
Common gemfish Southeast Australia,1988,8006130,29.87,27627.21,317
Common sole Celtic Sea,1988,10750,28.7,26870.55,320
Common sole Eastern English Channel,1988,8674870,28.64,26818.25,321
Common sole ICES 22-24-3a,1988,8346150,30.32,27929.45,323
Common sole ICES 7bc,1988,0,29.08,27063.01,324
Common sole ICES 8ab,1988,14433960,29.61,27407.6,326
Common sole Irish Sea,1988,1580,28.88,26964.87,328
Common sole North Sea,1988,12285710,30.18,27797.71,329
Common sole Western English Channel,1988,14295820,28.31,26620.13,331
Copper rockfish Pacific Coast,1988,8443930,31.18,28431.2,332
Cowcod Southern California,1988,2532260,29.97,27710.29,333
Cusk Western Scotian Shelf,1988,15199690,29.05,27088.64,343
Dab Baltic Areas 22-32,1988,0,29.66,27474.18,345
Dab ICES 3a-4,1988,0,30.95,28326.03,346
Darkblotched rockfish Pacific Coast,1988,1031250,28.95,27026.13,347
Deep sea smelt Pacific Ocean,1988,0,29.23,27275.39,348
Deep sea smelt Sea of Japan,1988,0,29.77,27541.65,349
Deep water cape hake South Africa,1988,9779010,28.62,26829.67,350
Deepwater flathead Southeast Australia,1988,2210680,28.73,26846.45,359
Deepwater redfish NAFO Divisions 2J3K-3LNO,1988,0,28.84,26924.42,360
Deepwater redfish Units 1 and 2,1988,0,28.66,26819.33,362
Dover sole Gulf of Alaska,1988,27146810,31.52,28700.03,363
Dover sole Pacific Coast,1988,29808210,28.53,26753.95,364
Dredge oyster Foveax Strait,1988,1480,30.72,28157.26,365
Dusky rockfish Gulf of Alaska,1988,7944790,29.31,27256.24,366
Dusky shark Gulf of Mexico and Atlantic,1988,0,28.22,26540.85,367
English sole Hecate Strait,1988,0,30.74,28175.2,368
English sole Pacific Coast,1988,14143430,30.12,27824.43,369
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,1988,0,29.16,27227.84,370
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1988,0,28.05,26464.69,371
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,1988,0,31.53,28688.97,372
European flounder ICES 3a-4,1988,0,30.25,27875.61,373
European flounder Subdivisions 22-23,1988,0,29.62,27461.92,374
European flounder Subdivisions 24-25,1988,0,30.24,27848.44,375
European flounder Subdivisions 27 and 29-32,1988,0,29.07,27092.61,377
European plaice Celtic Sea,1988,1160,29.16,27168.84,383
European plaice Eastern English Channel,1988,8015180,30.25,27903.42,384
European plaice ICES 7bc,1988,0,29.49,27422.46,385
European plaice Irish Sea,1988,7621250,28.42,26702.06,388
European plaice North Sea,1988,7527470,28.58,26769.33,389
European plaice Western English Channel,1988,31393940,30.96,28364.43,392
European pollack ICES 3a-4,1988,0,29.05,27069.62,393
European pollack ICES 8-9a,1988,0,30.84,28280.16,394
European seabass ICES 4bc-7,1988,15373190,29.92,27705.25,397
European seabass ICES 8c-9a,1988,0,29.74,27535.36,399
Finetooth shark Atlantic,1988,12691470,30.06,27755.46,401
Flathead sole Bering Sea and Aleutian Islands,1988,14052740,31.06,28424.24,404
Flathead sole Gulf of Alaska,1988,23188050,28.68,26833.65,405
Fourspotted megrim ICES 8c-9a,1988,14630430,30.67,28098.14,406
Gag Gulf of Mexico,1988,2503810,27.74,26255.18,407
Gag Southern Atlantic coast,1988,8025330,28.84,26979.55,408
Giant stargazer NZ Area STA7,1988,2070,29.08,27160.3,416
Golden redfish ICES 5-6-12-14,1988,10772730,29.29,27245.27,418
Golden redfish North-East Arctic,1988,0,29.88,27703.29,419
Goliath grouper Southern Atlantic coast and Gulf of Mexico,1988,0,30.44,28009.13,420
Gopher rockfish Southern Pacific Coast,1988,21089110,30.34,27951.3,421
Gray triggerfish Gulf of Mexico,1988,13333330,28.84,26967.34,422
Greater amberjack Gulf of Mexico,1988,3890510,29.66,27475.04,423
Greater amberjack Southern Atlantic coast,1988,17525770,30.83,28263.86,424
Greater silver smelt ICES 1-2-3a-4,1988,0,30.11,27742.95,427
Greater silver smelt ICES 5b-4a,1988,0,30.87,28278.29,429
Greater silver smelt ICES 6b-7-8-9-10-12,1988,0,30.13,27807.86,430
Greenland halibut Bering Sea and Aleutian Islands,1988,3381420,27.4,26064.49,432
Greenland halibut Gulf of St. Lawrence,1988,0,28.79,26879.03,433
Greenland halibut ICES 5-6-12-14,1988,1530,30.78,28207.32,434
Greenland halibut Labrador Shelf - Grand Banks,1988,0,29.14,27099.47,435
Greenland halibut NAFO divisions 01ABCDEF,1988,0,27.35,26027.58,436
Greenland halibut North-East Arctic,1988,0,28.72,26860.71,437
Greenspotted rockfish Northern Pacific Coast,1988,13582090,31.35,28601.31,438
Greenspotted rockfish Southern Pacific Coast,1988,7777780,29.13,27097.45,439
Greenstriped rockfish Pacific Coast,1988,25796960,29.15,27132.54,440
Grey gurnard ICES 3a-4-7d,1988,0,30.45,28016.26,443
Grooved tiger prawn Northern Australia,1988,8655740,29.61,27491.0,444
Gulf menhaden Gulf of Mexico,1988,11457250,29.48,27379.09,445
Haddock Faroe Plateau,1988,21450770,28.53,26727.35,446
Haddock Georges Bank,1988,1819020,31.22,28505.77,447
Haddock Grand Banks,1988,0,30.28,27956.44,448
Haddock Gulf of Maine,1988,2314510,30.71,28186.61,449
Haddock ICES 3a-4-6a,1988,9545450,27.86,26342.24,450
Haddock Iceland Grounds,1988,15422220,31.12,28456.66,452
Haddock North-East Arctic,1988,960,30.37,28007.96,454
"Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1988,5288460,28.5,26771.26,456
Hake ICES 3a-4-6-7-8abd,1988,10222220,32.12,29072.83,463
Hake ICES 8c-9a,1988,24324320,30.31,27974.18,464
Herring Gulf of Riga East of Gotland,1988,16116670,30.23,27893.91,467
Herring ICES 1-2-4a-5-14a (Norwegian Spring Spawners),1988,4280,30.78,28242.99,468
Herring ICES 3a-4-7d,1988,12642860,28.17,26571.29,470
Herring ICES 5a-7bc,1988,10634150,31.54,28720.92,471
Herring ICES 7a-g-h-j,1988,18524590,30.05,27778.97,472
Herring Iceland (Summer spawners),1988,15494510,29.82,27630.75,473
Herring Irish Sea,1988,16820220,30.08,27741.75,474
Herring NAFO division 4R (Fall spawners),1988,0,28.07,26480.6,475
Herring NAFO division 4R (Spring spawners),1988,0,29.61,27447.22,476
Herring Newfoundland East and South Coast,1988,0,28.99,27047.36,477
Herring Northwestern Atlantic Coast,1988,8838320,31.12,28466.72,478
Herring Quebec North Shore,1988,0,28.91,26992.29,479
Herring Scotian Shelf and Bay of Fundy,1988,0,30.76,28219.69,480
Herring Southern Gulf of St. Lawrence (Fall spawners),1988,0,29.61,27538.11,481
Herring Southern Gulf of St. Lawrence (Spring spawners),1988,0,30.72,28227.78,482
Herring Subdivisions 25-29 and 32,1988,19166670,28.53,26770.84,483
Herring Subdivisions 30-31,1988,10382090,30.17,27797.13,484
Herring West of Scotland,1988,20,30.85,28279.55,485
Hoki Eastern New Zealand,1988,21854570,28.9,26986.3,486
Hoki Western New Zealand,1988,1777940,30.17,27771.69,487
Horse mackerel ICES 2a-4a-5b-6a-7-8,1988,54739640,28.5,26790.2,488
Horse mackerel ICES 3a-4bc-7d,1988,0,30.12,27750.62,489
Horsehead tilefish East China Sea,1988,0,30.69,28176.66,492
Indo Pacific blue marlin Indian Ocean,1988,1670,30.69,28206.91,493
Jackass morwong Eastern half of Southeast Australia,1988,32789250,29.98,27724.76,494
Jackass morwong Western half of Southeast Australia,1988,19539020,28.97,27048.75,495
Japanese Spanish mackerel East China Sea,1988,0,30.31,27879.68,496
Japanese Spanish mackerel Inland Sea of Japan,1988,4106060,30.47,28024.33,497
Japanese amberjack Japan,1988,0,30.54,28056.88,498
Japanese anchovy Inland Sea of Japan,1988,12958340,30.07,27789.53,499
Japanese anchovy Pacific Coast of Japan,1988,3760720,30.83,28271.15,500
Japanese anchovy Tsushima Strait,1988,1593240,31.34,28586.32,501
Japanese flounder East China Sea,1988,2772890,31.27,28531.05,502
Japanese flounder Inland Sea of Japan,1988,0,28.23,26584.0,503
Japanese flounder Pacific Ocean,1988,0,29.02,27042.1,504
Japanese flounder Sea of Japan North,1988,0,30.86,28297.3,505
Japanese flying squid Japan Autumn recruitment,1988,6150670,28.87,26951.33,506
Japanese flying squid Japan Winter recruitment,1988,3854740,28.53,26754.37,507
Japanese jack mackerel Pacific Coast of Japan,1988,2984560,30.58,28055.58,508
Japanese jack mackerel Tsushima Strait,1988,7053440,28.73,26867.73,509
Japanese sardine Pacific Coast of Japan,1988,37055270,29.28,27261.87,512
Japanese sardine Tsushima Strait,1988,37441830,28.97,27051.27,513
Kelp greenling Oregon Coast,1988,3022670,29.62,27441.25,516
Kichiji rockfish North Pacific,1988,0,29.75,27530.35,517
Kichiji rockfish Okhotsk Sea,1988,0,29.69,27509.53,518
Kichiji rockfish Southwestern coast of Hokkaido,1988,0,28.97,27046.71,519
King mackerel Gulf of Mexico,1988,11390730,28.96,26994.63,520
King mackerel Southern Atlantic coast,1988,23384250,29.1,27134.87,521
Kingklip South Africa,1988,0,30.46,28044.89,522
Kitefin shark Northeast Atlantic,1988,0,30.73,28121.69,523
Largehead hairtail Sea of Japan and East China Sea,1988,0,30.95,28343.47,525
Leafscale gulper shark Northeast Atlantic,1988,0,29.66,27495.09,527
Lemon sole ICES 3a-4-7d,1988,0,28.3,26604.11,528
Ling Faroe Grounds,1988,0,30.04,27751.93,533
Ling Iceland Grounds,1988,12990940,30.38,27931.09,534
Ling New Zealand Areas LIN 3 and 4,1988,212890,29.04,27049.85,535
Ling New Zealand Areas LIN 5 and 6,1988,23429260,29.32,27286.88,536
Ling New Zealand Areas LIN 6b,1988,41139980,30.11,27804.77,537
Ling New Zealand Areas LIN 72,1988,20325620,28.22,26578.04,538
Ling New Zealand Areas LIN 7WC-WCSI,1988,21352890,29.48,27367.5,539
Ling North-East Arctic,1988,0,28.9,27117.04,540
Ling Northeast Atlantic,1988,0,30.44,28065.85,541
Ling Southeast Australia,1988,15671620,29.82,27594.52,542
Ling Western half of Southeast Australia,1988,19274250,29.02,27153.42,543
Lingcod Northern Pacific Coast,1988,740,31.52,28658.97,544
Lingcod Southern Pacific Coast,1988,3739750,30.0,27752.01,545
Lingcod Strait of Georgia,1988,1491460,30.95,28336.06,546
Little skate Gulf of Maine / Cape Hatteras,1988,0,29.01,27018.96,547
Longfin inshore squid Atlantic Coast,1988,17073460,31.36,28615.12,549
Longnose skate Hecate Strait,1988,0,30.57,28098.45,550
Longnose skate Pacific Coast,1988,18621480,29.54,27429.8,551
Longnose skate Queen Charlotte Sound,1988,0,28.25,26596.22,552
Longnose skate West Coast of Vancouver Island,1988,0,29.89,27663.1,554
Longspine thornyhead Pacific Coast,1988,21272520,30.86,28290.2,555
Mackerel ICES Northeast Atlantic,1988,13657590,28.31,26591.64,556
Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),1988,0,30.18,27872.34,557
Megrim ICES 7-8abd,1988,15669860,29.68,27473.28,559
Megrim ICES 8c-9a,1988,21836730,29.52,27448.4,560
Megrim spp ICES 4a-6a,1988,1340,30.63,28123.03,561
Monkfish Gulf of Maine / Northern Georges Bank,1988,12523330,29.94,27653.06,563
Monkfish NAFO Divisions 3LNOPs,1988,0,30.91,28321.16,564
Monkfish Southern Georges Bank / Mid-Atlantic,1988,20232460,31.84,28888.86,565
Mutton snapper Southern Atlantic coast and Gulf of Mexico,1988,8250360,31.42,28650.48,566
New Zealand snapper New Zealand Area 8 (Auckland and Central West),1988,3942880,29.14,27100.75,567
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1988,2784150,27.48,26126.76,568
New Zealand snapper New Zealand SNA 1 east Northland,1988,5320270,29.64,27449.87,569
New Zealand snapper New Zealand SNA 7,1988,1742270,29.49,27357.67,570
Northern rock sole Eastern Bering Sea and Aleutian Islands,1988,8015560,28.9,26969.05,571
Northern rock sole Gulf of Alaska,1988,23259670,30.32,27911.94,572
Northern rockfish Bering Sea and Aleutian Islands,1988,15470750,30.21,27877.4,573
Northern rockfish Gulf of Alaska,1988,19889730,30.75,28194.98,574
Northern shortfin squid Northwestern Atlantic Coast,1988,0,31.07,28376.16,575
Northern shrimp Eastern Scotian Shelf (SFA 13-15),1988,0,27.63,26204.87,576
Northern shrimp Gulf of Maine,1988,0,28.92,26963.53,577
Northern shrimp Gulf of St. Lawrence,1988,0,28.6,26794.1,578
Northern shrimp ICES 3a(west)-4a(east),1988,13636360,29.71,27549.31,579
Northern shrimp North-East Arctic,1988,150,29.69,27555.04,580
Northern shrimp Northern North Sea,1988,0,30.82,28252.29,581
Northern shrimp Shrimp Fishing Area 4,1988,0,30.25,27836.47,582
Northern shrimp Shrimp Fishing Area 5,1988,0,29.45,27367.33,583
Northern shrimp Shrimp Fishing Area 6,1988,0,31.44,28654.57,584
Northern shrimp Shrimp Fishing Areas 2-3,1988,0,29.34,27281.64,585
"Norway lobster Adriatic Sea (GSA 17,18)",1988,16207710,29.88,27695.89,586
Norway lobster Aran Grounds (FU 17),1988,0,30.99,28382.88,587
Norway lobster Balearic Island,1988,0,28.04,26434.61,588
Norway lobster Cantabrian Sea (FU 31),1988,0,29.45,27388.77,590
Norway lobster Farn Deeps (FU 6),1988,0,29.62,27482.28,592
Norway lobster Firth of Clyde and Sound of Jura (FU 13),1988,0,28.62,26807.85,593
Norway lobster ICES 7,1988,0,29.14,27111.29,597
Norway lobster ICES 8ab,1988,0,29.29,27246.82,598
Norway lobster Irish Sea West (FU 15),1988,0,28.4,26702.26,600
Norway lobster North Galicia (FU 25),1988,0,31.11,28417.19,605
Norway lobster North Minch (FU 11),1988,0,29.27,27220.15,606
Norway lobster Norwegian Deeps (FU 32),1988,0,30.57,28093.81,610
Norway lobster Porcupine Bank (FU 16),1988,0,30.44,27983.23,613
Norway lobster Skagerak Kattegat (FU 3-4),1988,0,28.6,26789.85,615
Norway lobster South Minch (FU 12),1988,0,28.05,26435.86,618
Norway lobster South-West and South Portugal (FU 28-29),1988,0,29.17,27156.78,619
Norway lobster West Galicia and North Portugal (FU 26-27),1988,0,30.08,27752.32,620
Norway lobster West of Scotland,1988,0,31.19,28503.03,621
Norway pout ICES 3a-4,1988,8584620,31.12,28441.51,622
Norway pout West of Scotland,1988,0,29.81,27587.02,623
Nylon shrimp Central-Southern Chile,1988,4179780,28.71,26890.04,624
Nylon shrimp Northern Chile,1988,8270060,30.04,27764.72,625
Ocean pout Northwestern Atlantic Coast,1988,0,30.83,28227.58,626
Ocean quahog Atlantic Coast,1988,22138730,31.04,28411.5,627
Ocean shrimp Shrimp Management Area 14,1988,0,27.89,26352.46,628
Ocean shrimp Shrimp Management Area 16,1988,0,28.59,26824.02,629
Ocean shrimp Shrimp Management Area FR,1988,0,29.21,27237.3,630
Ocean shrimp Shrimp Management Area PRD,1988,0,31.04,28388.6,632
Ocean shrimp Shrimp Management Areas 18 and 19,1988,0,29.37,27290.43,633
Orange roughy Cascade Plateau,1988,0,31.06,28365.2,635
Orange roughy East and South Chatham Rise,1988,13660710,30.43,27990.73,637
Orange roughy New Zealand Challenger Plateau,1988,9545450,30.63,28119.35,638
Orange roughy New Zealand Mid East Coast,1988,19338350,31.61,28727.31,639
Orange roughy Northeast Atlantic,1988,0,30.08,27805.91,640
Orange roughy Northwest Chatham Rise,1988,1216450,28.83,26990.24,641
Orange roughy Southeast Australia,1988,2606090,30.94,28325.7,642
Pacific bluefin tuna Pacific Ocean,1988,1590,28.67,26841.0,643
Pacific chub mackerel Pacific Coast,1988,24354960,29.48,27366.19,644
Pacific cod Bering Sea,1988,2273050,29.33,27234.13,646
Pacific cod Gulf of Alaska,1988,29173990,30.4,27960.93,647
Pacific cod Hecate Strait,1988,15785650,30.54,28032.1,648
Pacific cod Hokkaido,1988,0,30.35,27985.97,649
Pacific cod North Pacific,1988,0,29.41,27293.64,650
Pacific cod Queen Charlotte Sound,1988,0,28.36,26650.69,651
Pacific cod Sea of Japan,1988,0,29.84,27555.38,652
Pacific cod West Coast of Vancouver Island,1988,24959140,30.57,28086.39,653
Pacific geoduck Washington,1988,0,29.05,27069.15,654
Pacific hake Pacific Coast,1988,25130340,28.2,26537.13,655
Pacific halibut North Pacific,1988,0,28.46,26712.58,656
Pacific herring Central Coast,1988,0,30.29,27900.71,657
Pacific herring Hokkaido,1988,0,31.83,28883.63,658
Pacific herring Prince Rupert District,1988,0,30.56,28040.07,659
Pacific herring Prince William Sound,1988,0,30.4,27973.04,660
Pacific herring Queen Charlotte Islands,1988,0,28.2,26536.57,661
Pacific herring Sitka,1988,0,31.16,28471.67,662
Pacific herring Strait of Georgia,1988,0,29.72,27493.63,663
Pacific herring West Coast of Vancouver Island,1988,0,31.09,28440.07,665
Pacific ocean perch Eastern Bering Sea and Aleutian Islands,1988,715960,30.05,27764.21,666
Pacific ocean perch Gulf of Alaska,1988,3915290,30.02,27712.09,667
Pacific ocean perch Haida Gwaii,1988,12267250,29.82,27610.65,668
Pacific ocean perch Pacific Coast,1988,4648440,29.37,27308.55,669
Pacific ocean perch West Coast of Vancouver Island,1988,10363230,30.54,28085.09,670
Pacific sand lance Souya Strait,1988,0,29.31,27236.35,671
Pacific sandlance Ise and Mikawa Bay,1988,0,30.05,27757.77,672
Pacific saury Northwest Pacific,1988,0,28.54,26747.72,675
Patagonian grenadier Central-Southern Chile,1988,1952790,29.85,27614.81,676
Patagonian grenadier Southern Argentina,1988,1310650,29.5,27397.56,677
Patagonian toothfish Macquarie Island,1988,4231310,30.19,27792.65,678
Patagonian toothfish South Africa Subantarctic Prince Edward Islands,1988,0,31.81,28867.82,679
Patagonian toothfish South Chile Argentina,1988,1960,29.74,27556.26,680
Paua NZ Area North PAUA 5A,1988,18240520,27.9,26349.81,681
Paua NZ Area South PAUA 5A,1988,16292540,29.08,27121.98,682
Paua New Zealand Area PAU 5B (Stewart Island),1988,13146170,28.93,26994.58,683
Paua New Zealand Area PAU 5D (Otago),1988,10350110,29.57,27435.29,684
Paua New Zealand Area PAU 7 (Marlborough),1988,7399210,29.39,27356.19,685
Peruvian anchoveta Central Chile,1988,10313730,28.93,27012.59,686
Peruvian anchoveta North-Central Peruvian coast,1988,9729730,28.76,26877.79,688
Peruvian anchoveta Northern Chile Southern Peru,1988,17812960,31.15,28454.22,689
Petrale sole Pacific Coast,1988,3190350,30.93,28284.39,690
Pink cusk eel Central-Southern Chile,1988,11946080,30.76,28238.52,692
Pink cusk eel Southern Argentina,1988,27431130,27.99,26399.16,693
Pink cusk eel Southern Chile,1988,17534250,30.01,27733.31,694
Pink salmon AK Pen Northwestern District,1988,0,29.54,27443.65,695
Pink salmon AK Pen Southeastern and South-central Districts,1988,0,28.14,26505.4,696
Pink salmon AK Pen Southwestern and Unimak Districts,1988,0,30.84,28300.5,697
Pink salmon Affleck Cl (District105),1988,0,30.63,28128.21,698
Pink salmon Afognak District,1988,0,29.4,27347.82,699
Pink salmon Aialik Lagoon (Eastern D),1988,0,31.63,28779.83,700
Pink salmon Alitak District,1988,0,30.61,28087.29,701
Pink salmon Amakdedori Creek (Kamishak D),1988,0,30.11,27829.21,702
Pink salmon Amur pink wild,1988,0,28.02,26443.55,703
Pink salmon Anadyr pink wild,1988,0,29.02,27081.35,704
Pink salmon Anan (District107),1988,0,28.91,27003.67,705
Pink salmon Area 1,1988,0,29.62,27426.16,706
Pink salmon Area 10,1988,0,28.58,26771.85,707
Pink salmon Area 12,1988,0,30.56,28077.97,708
Pink salmon Area 13,1988,0,30.18,27825.48,709
