country,year,SST
Japanese flounder Inland Sea of Japan,1986,28.87
Japanese flounder Pacific Ocean,1986,28.89
Japanese flounder Sea of Japan North,1986,29.8
Japanese flying squid Japan Autumn recruitment,1986,29.01
Japanese flying squid Japan Winter recruitment,1986,29.74
Japanese jack mackerel Pacific Coast of Japan,1986,30.45
Japanese jack mackerel Tsushima Strait,1986,28.71
Japanese sardine Pacific Coast of Japan,1986,29.02
Japanese sardine Tsushima Strait,1986,29.24
Kelp greenling Oregon Coast,1986,29.23
Kichiji rockfish North Pacific,1986,29.1
Kichiji rockfish Okhotsk Sea,1986,29.4
Kichiji rockfish Southwestern coast of Hokkaido,1986,30.17
King mackerel Gulf of Mexico,1986,27.96
King mackerel Southern Atlantic coast,1986,29.1
Kingklip South Africa,1986,30.99
Largehead hairtail Sea of Japan and East China Sea,1986,31.82
Lemon sole ICES 3a-4-7d,1986,28.34
Ling Iceland Grounds,1986,28.82
Ling New Zealand Areas LIN 3 and 4,1986,27.51
Ling New Zealand Areas LIN 5 and 6,1986,30.86
Ling New Zealand Areas LIN 6b,1986,29.28
Ling New Zealand Areas LIN 72,1986,28.88
Ling New Zealand Areas LIN 7WC-WCSI,1986,28.56
Ling Southeast Australia,1986,29.34
Ling Western half of Southeast Australia,1986,29.97
Lingcod Northern Pacific Coast,1986,29.36
Lingcod Southern Pacific Coast,1986,31.02
Lingcod Strait of Georgia,1986,30.88
Little skate Gulf of Maine / Cape Hatteras,1986,28.12
Longfin inshore squid Atlantic Coast,1986,30.89
Longnose skate Hecate Strait,1986,31.07
Longnose skate Pacific Coast,1986,29.83
Longnose skate Queen Charlotte Sound,1986,29.91
Longnose skate West Coast of Vancouver Island,1986,29.86
Longspine thornyhead Pacific Coast,1986,30.98
Mackerel ICES Northeast Atlantic,1986,27.66
Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),1986,30.4
Megrim ICES 7-8abd,1986,29.63
Megrim ICES 8c-9a,1986,30.79
Megrim spp ICES 4a-6a,1986,31.22
Monkfish Gulf of Maine / Northern Georges Bank,1986,29.7
Monkfish NAFO Divisions 3LNOPs,1986,31.37
Monkfish Southern Georges Bank / Mid-Atlantic,1986,31.28
Mutton snapper Southern Atlantic coast and Gulf of Mexico,1986,30.97
New Zealand snapper New Zealand Area 8 (Auckland and Central West),1986,27.65
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1986,28.65
New Zealand snapper New Zealand SNA 1 east Northland,1986,28.56
New Zealand snapper New Zealand SNA 7,1986,29.68
Northern rock sole Eastern Bering Sea and Aleutian Islands,1986,29.15
Northern rock sole Gulf of Alaska,1986,29.46
Northern rockfish Bering Sea and Aleutian Islands,1986,30.97
Northern rockfish Gulf of Alaska,1986,29.74
Northern shortfin squid Northwestern Atlantic Coast,1986,30.86
Northern shrimp Eastern Scotian Shelf (SFA 13-15),1986,28.45
Northern shrimp Gulf of Maine,1986,28.52
Northern shrimp Gulf of St. Lawrence,1986,29.35
Northern shrimp ICES 3a(west)-4a(east),1986,30.3
Northern shrimp North-East Arctic,1986,30.19
Northern shrimp Northern North Sea,1986,31.02
Northern shrimp Shrimp Fishing Area 4,1986,28.94
Northern shrimp Shrimp Fishing Area 5,1986,28.64
Northern shrimp Shrimp Fishing Area 6,1986,31.63
Northern shrimp Shrimp Fishing Areas 2-3,1986,28.65
"Norway lobster Adriatic Sea (GSA 17,18)",1986,31.12
Norway lobster Aran Grounds (FU 17),1986,31.11
Norway lobster Balearic Island,1986,28.32
Norway lobster Cantabrian Sea (FU 31),1986,29.45
Norway lobster Farn Deeps (FU 6),1986,29.57
Norway lobster Firth of Clyde and Sound of Jura (FU 13),1986,28.74
Norway lobster ICES 7,1986,28.69
Norway lobster Irish Sea West (FU 15),1986,28.61
Norway lobster North Galicia (FU 25),1986,30.83
Norway lobster North Minch (FU 11),1986,29.44
Norway lobster Porcupine Bank (FU 16),1986,30.2
Norway lobster Skagerak Kattegat (FU 3-4),1986,28.36
Norway lobster South Minch (FU 12),1986,28.7
Norway lobster South-West and South Portugal (FU 28-29),1986,29.27
Norway lobster West Galicia and North Portugal (FU 26-27),1986,28.75
Norway lobster West of Scotland,1986,31.07
Norway pout ICES 3a-4,1986,31.64
Norway pout West of Scotland,1986,30.2
Nylon shrimp Central-Southern Chile,1986,29.74
Nylon shrimp Northern Chile,1986,29.96
Ocean pout Northwestern Atlantic Coast,1986,30.17
Ocean quahog Atlantic Coast,1986,30.89
Orange roughy East and South Chatham Rise,1986,30.11
Orange roughy New Zealand Challenger Plateau,1986,30.02
Orange roughy New Zealand Mid East Coast,1986,29.96
Orange roughy Northwest Chatham Rise,1986,29.57
Orange roughy Southeast Australia,1986,30.23
Pacific bluefin tuna Pacific Ocean,1986,29.04
Pacific chub mackerel Pacific Coast,1986,29.28
Pacific cod Bering Sea,1986,27.72
Pacific cod Gulf of Alaska,1986,30.67
Pacific cod Hecate Strait,1986,29.96
Pacific cod Hokkaido,1986,30.54
Pacific cod North Pacific,1986,28.75
Pacific cod Queen Charlotte Sound,1986,28.09
Pacific cod Sea of Japan,1986,28.93
Pacific cod West Coast of Vancouver Island,1986,30.65
Pacific geoduck Washington,1986,29.63
Pacific hake Pacific Coast,1986,28.4
Pacific halibut North Pacific,1986,28.71
Pacific herring Central Coast,1986,30.64
Pacific herring Hokkaido,1986,30.34
Pacific herring Prince Rupert District,1986,29.8
Pacific herring Prince William Sound,1986,29.8
Pacific herring Queen Charlotte Islands,1986,28.44
Pacific herring Sitka,1986,31.3
Pacific herring Strait of Georgia,1986,28.23
Pacific herring West Coast of Vancouver Island,1986,31.5
Pacific ocean perch Eastern Bering Sea and Aleutian Islands,1986,30.38
Pacific ocean perch Gulf of Alaska,1986,29.71
Pacific ocean perch Haida Gwaii,1986,30.58
Pacific ocean perch Pacific Coast,1986,29.11
Pacific ocean perch West Coast of Vancouver Island,1986,29.86
Pacific sand lance Souya Strait,1986,28.42
Pacific sandlance Ise and Mikawa Bay,1986,30.38
Pacific saury Northwest Pacific,1986,28.27
Patagonian grenadier Central-Southern Chile,1986,29.3
Patagonian grenadier Southern Argentina,1986,29.16
Patagonian toothfish Macquarie Island,1986,29.46
Patagonian toothfish South Africa Subantarctic Prince Edward Islands,1986,30.84
Patagonian toothfish South Chile Argentina,1986,29.14
Paua NZ Area North PAUA 5A,1986,27.57
Paua NZ Area South PAUA 5A,1986,29.01
Paua New Zealand Area PAU 5B (Stewart Island),1986,29.13
Paua New Zealand Area PAU 5D (Otago),1986,29.36
Paua New Zealand Area PAU 7 (Marlborough),1986,29.25
Peruvian anchoveta Central Chile,1986,28.93
Peruvian anchoveta North-Central Peruvian coast,1986,28.53
Peruvian anchoveta Northern Chile Southern Peru,1986,29.88
Petrale sole Pacific Coast,1986,29.41
Pink cusk eel Central-Southern Chile,1986,31.31
Pink cusk eel Southern Argentina,1986,27.64
Pink cusk eel Southern Chile,1986,30.49
Pink salmon AK Pen Northwestern District,1986,29.2
Pink salmon AK Pen Southeastern and South-central Districts,1986,27.7
Pink salmon AK Pen Southwestern and Unimak Districts,1986,31.15
Pink salmon Affleck Cl (District105),1986,30.05
Pink salmon Afognak District,1986,29.51
Pink salmon Aialik Lagoon (Eastern D),1986,31.25
Pink salmon Alitak District,1986,29.71
Pink salmon Amakdedori Creek (Kamishak D),1986,30.16
Pink salmon Amur pink wild,1986,28.88
Pink salmon Anadyr pink wild,1986,29.33
Pink salmon Anan (District107),1986,29.09
Pink salmon Area 1,1986,28.94
Pink salmon Area 10,1986,28.16
Pink salmon Area 12,1986,29.8
Pink salmon Area 13,1986,29.76
Pink salmon Area 2E,1986,30.6
Pink salmon Area 2W,1986,30.38
Pink salmon Area 3,1986,30.59
Pink salmon Area 4,1986,30.72
Pink salmon Area 5,1986,29.37
Pink salmon Area 6,1986,31.73
Pink salmon Area 7,1986,29.53
Pink salmon Area 8,1986,28.9
Pink salmon Area 9,1986,29.65
Pink salmon Atnarko (Area 8),1986,28.52
Pink salmon Auke Creek (Northern Inside),1986,28.37
Pink salmon Barabara (Southern D),1986,29.07
Pink salmon Baranof E (District109),1986,29.73
Pink salmon BetwLoandBte (Area 13),1986,28.9
Pink salmon Big Kamishak River  (Kamishak D),1986,30.58
Pink salmon BondSound (Area 12),1986,31.09
Pink salmon Bruin River,1986,31.54
Pink salmon Burnett (District106),1986,30.79
Pink salmon Chignik Bay District,1986,30.45
Pink salmon Chignik Central District,1986,28.99
Pink salmon Chignik Eastern District,1986,30.81
Pink salmon Chignik Western District,1986,31.13
Pink salmon China Poot (Southern D),1986,29.08
Pink salmon Coghill District,1986,29.42
Pink salmon Dogfish (Southern D),1986,28.36
Pink salmon EBehm (District 101),1986,30.99
Pink salmon EDall (District103),1986,30.29
Pink salmon East Kamchatka pink wild,1986,30.96
Pink salmon East Sakhalin pink hatchery,1986,30.57
Pink salmon East Sakhalin pink wild,1986,30.38
Pink salmon Eastside-Northend District,1986,29.06
Pink salmon Eliza Hbr (District109),1986,31.17
Pink salmon Eshamy District,1986,29.78
Pink salmon Farragut (District110),1986,30.21
Pink salmon Freshw By (District112),1986,30.23
Pink salmon Golovin,1986,28.46
Pink salmon Hetta (District103),1986,30.36
Pink salmon Homeshor (District114),1986,30.35
Pink salmon Hoonah S (District113),1986,28.55
Pink salmon Houghton (District110),1986,32.39
Pink salmon Humpy Creek (Cook Inlet Southern D),1986,29.43
Pink salmon Humpy Creek (Yakutat),1986,30.18
Pink salmon James Lagoon (Outer D),1986,28.92
Pink salmon Japan High Seas catch pink hatchery,1986,30.61
Pink salmon Japan High Seas catch pink wild,1986,30.88
Pink salmon Japan coastal pink hatchery,1986,28.81
Pink salmon Japan coastal pink wild,1986,30.37
Pink salmon Johnst St (Area 13),1986,30.13
Pink salmon JohnstoneSt (Area 12),1986,30.47
Pink salmon Kasaan (District102),1986,30.31
Pink salmon Kelp By (District112),1986,29.16
Pink salmon KingcomeInlet (Area 12),1986,29.44
Pink salmon Klawock (District103),1986,30.85
Pink salmon KnightInlet (Area 12),1986,29.18
Pink salmon Kodiak Mainland District,1986,29.28
Pink salmon Kodiak Westside District,1986,28.05
Pink salmon Kuskokwim,1986,28.65
Pink salmon Lisianski (District113),1986,27.73
Pink salmon Little Kamishak River (Kamishak D),1986,30.47
Pink salmon Loughb It (Area 13),1986,31.26
Pink salmon Lynn Cnl (District112),1986,30.07
Pink salmon Lynn Cnl (District115),1986,28.81
Pink salmon Moira (District102),1986,28.84
Pink salmon Montague District,1986,31.45
Pink salmon Moses Point and Norton Bay (Norton Sound),1986,28.05
Pink salmon Nchichago (District114),1986,31.09
Pink salmon NearKingcome (Area 12),1986,31.08
Pink salmon Nome (Norton Sound),1986,29.89
Pink salmon Northern/Unakwik District,1986,29.48
Pink salmon Nushagak River,1986,30.76
Pink salmon Okhotsk pink hatchery,1986,28.74
Pink salmon Okhotsk pink wild,1986,30.13
Pink salmon PWS Eastern District,1986,29.71
Pink salmon PWS Northwestern District,1986,29.59
Pink salmon PWS Southeastern District,1986,30.42
Pink salmon PWS Southwest District,1986,30.97
Pink salmon Perryville District,1986,30.35
Pink salmon Port Chatham (Outer D),1986,29.67
Pink salmon Port Dick (Outer D),1986,30.91
Pink salmon Port Graham (Southern D),1986,30.42
Pink salmon Portage B (District110),1986,29.15
Pink salmon Portland (District 101),1986,28.86
Pink salmon Portlock (District113),1986,29.73
Pink salmon Primorye pink wild,1986,30.33
Pink salmon Pybus/Ga (District110),1986,29.86
Pink salmon Quatam R (Area 13),1986,30.36
Pink salmon Ratz Hbr (District106),1986,30.35
Pink salmon Resurrection Bay (Eastern D),1986,30.84
Pink salmon Rocky River (Outer D),1986,29.23
Pink salmon SE Baran (District109),1986,29.83
Pink salmon SWAdmir (District112),1986,28.64
Pink salmon Saginw By (District109),1986,30.36
Pink salmon Salisbury (District113),1986,29.99
Pink salmon Sashin Creek (Northern Inside),1986,28.96
Pink salmon SeaOtter (District103),1986,31.32
Pink salmon Seldovia Bay  (Southern D),1986,29.79
Pink salmon Seymour (District111),1986,28.73
Pink salmon Shipley (District105),1986,28.72
Pink salmon Sitka Sd (District113),1986,30.8
Pink salmon Situk River,1986,28.6
Pink salmon Slocum (District113),1986,29.14
Pink salmon Snohomish (Puget Sound),1986,30.31
Pink salmon South AK Peninsula w/o Chignik,1986,29.86
Pink salmon Stephens (District111),1986,29.02
Pink salmon Stikine (District108),1986,28.66
Pink salmon SundChnl (Area 13),1986,28.45
Pink salmon Sunday and Browns Peak Creek (Kamishak D),1986,30.12
Pink salmon Tebenkof (District109),1986,28.38
Pink salmon Tenakee (District112),1986,31.05
Pink salmon Totem By (District106),1986,30.53
Pink salmon Tutka (Southern D),1986,28.92
Pink salmon Unalakleet (Norton Sound),1986,28.21
Pink salmon Union By (District107),1986,31.72
Pink salmon Upper Cook Inlet,1986,29.14
Pink salmon VancIsland (Area 13),1986,30.71
Pink salmon WAdmiral (District112),1986,29.06
Pink salmon WBehm (District 101),1986,29.28
Pink salmon Wcrawfish (District113),1986,31.68
Pink salmon West Kamchatka pink hatchery,1986,30.09
Pink salmon West Kamchatka pink wild,1986,30.51
Pink salmon Whale By (District113),1986,31.77
Pink salmon Whale Pe (District106),1986,29.9
Pink salmon Windy Creek (Outer D),1986,30.4
Pink shrimp Gulf of Mexico,1986,30.05
Pointhead flounder North coast of Hokkaido,1986,29.26
Pointhead flounder Sea of Japan,1986,27.84
Pollock Faroe Plateau,1986,28.15
Pollock Gulf of Maine / Georges Bank,1986,29.7
Pollock ICES 3a-4-6,1986,28.53
Pollock Iceland Grounds,1986,30.45
Pollock North-East Arctic,1986,29.51
Pollock Scotian Shelf and Bay of Fundy,1986,28.94
Pollock St. Pierre Bank,1986,28.22
Porbeagle shark Canadian Atlantic Ocean,1986,29.62
Porbeagle shark Northeast Atlantic,1986,28.03
Quillback rockfish Pacific Coast of Canada (Inside),1986,29.04
Quillback rockfish Pacific Coast of Canada (Outside),1986,28.62
Red deepsea crab Northwestern Atlantic,1986,28.42
Red grouper Gulf of Mexico,1986,30.58
Red grouper South Atlantic,1986,28.5
Red hake Gulf of Maine / Northern Georges Bank,1986,31.66
Red hake Southern Georges Bank / Mid-Atlantic,1986,27.86
Red king crab Bristol Bay,1986,29.27
Red king crab Norton Sound,1986,30.61
Red king crab Pribilof Islands,1986,29.23
Red porgy Southern Atlantic coast,1986,29.06
Red rock lobster New Zealand Area CRA1,1986,30.71
Red rock lobster New Zealand Area CRA2,1986,30.38
Red rock lobster New Zealand Area CRA3,1986,30.7
Red rock lobster New Zealand Area CRA4,1986,30.61
Red rock lobster New Zealand Area CRA5,1986,30.85
Red rock lobster New Zealand Area CRA7,1986,30.06
Red rock lobster New Zealand Area CRA8,1986,29.31
Red seabream Azores Grounds,1986,28.59
Red seabream East China Sea,1986,30.31
Red seabream ICES 6-7-8,1986,32.07
Red seabream ICES 9,1986,29.77
Red seabream Inland Sea of Japan (East),1986,27.74
Red seabream Inland Sea of Japan (West),1986,30.86
Red snapper Gulf of Mexico,1986,29.94
Red snapper Southern Atlantic coast,1986,28.96
Red squat lobster Central-Southern Chile,1986,29.47
Red squat lobster Northern Chile,1986,28.74
Redfish Eastern Australia,1986,29.11
Redfish species Flemish Cap,1986,29.62
Redfish species Gulf of St. Lawrence and Cabot Strait,1986,30.46
Redfish species N and SW Grand Banks,1986,30.88
Redfish species West Greenland,1986,31.25
Rex sole Gulf of Alaska,1986,30.58
Rex sole Pacific Coast,1986,29.17
Rock crab Southern Gulf of St. Lawrence,1986,31.74
Rock lobster South Australia Northern Zone,1986,28.21
Rock lobster South Australia Southern Zone,1986,28.75
Rock sole Gulf of Alaska,1986,31.76
Rock sole Hecate Strait,1986,29.57
Rock sole Queen Charlotte Sound,1986,31.06
Rosette skate Mid-Atlantic Coast,1986,28.5
Rougheye rockfish Bering Sea and Aleutian Islands,1986,28.94
Rougheye rockfish Gulf of Alaska,1986,30.71
Roughscale sole North Pacific,1986,29.33
Round herring Pacific Ocean,1986,31.44
Round herring Tsushima Strait,1986,28.08
Round nose flounder Sea of Japan,1986,29.1
Roundnose grenadier Mid-Atlantic Ridge,1986,30.13
Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,1986,29.14
Sablefish Pacific Coast,1986,29.11
Sablefish Pacific Coast of Canada,1986,30.0
Sailfin sandfish Sea of Japan North,1986,31.19
Sailfin sandfish Sea of Japan West,1986,29.71
Sailfish Eastern Atlantic,1986,28.29
Sailfish Western Atlantic,1986,29.09
Sand eel Sandeel Area 1,1986,30.6
Sand eel Sandeel Area 2,1986,30.25
Sand eel Sandeel Area 3,1986,28.68
Sand eel Sandeel Area 5,1986,30.62
Sand eel Sandeel Area 6,1986,28.65
Sand eel Sandeel Area 7,1986,28.23
Sand eel West of Scotland,1986,30.09
Sandbar shark Atlantic,1986,29.11
"Sardine Adriatic Sea (GSA 17,18)",1986,30.93
Sardine ICES 7,1986,28.52
Sardine ICES 8c-9a,1986,29.79
Sardine South Africa,1986,28.68
Scalloped hammerhead Atlantic,1986,28.51
Scampi Bay of Plenty,1986,28.72
Scampi Wairarapa/Hawke Bay,1986,30.6
School whiting Southeast Australia,1986,28.8
Scup Northwestern Atlantic Coast,1986,30.93
Sea mullet Queensland and New South Wales,1986,30.95
Sea scallop Bay of Fundy (SPA 1-6),1986,30.53
Sea scallop Georges Bank,1986,30.22
Sea scallop Georges Bank and Mid-Atlantic Bight,1986,31.95
Sea scallop North Brown Bank,1986,29.11
Sea scallop Scallop Fishing Areas 16-20,1986,31.33
Sea scallop Southern Gulf of St. Lawrence,1986,30.78
Sea scallop St. Pierre Bank,1986,29.77
Shako Ise and Mikawa Bay,1986,28.79
Shallow water cape hake South Africa,1986,30.48
Sharpchin rockfish Pacific Coast,1986,27.96
Shortbelly rockfish Pacific Coast,1986,31.23
Shortraker rockfish Bering Sea and Aleutian Islands,1986,28.53
Shortraker rockfish Gulf of Alaska,1986,30.72
Shortspine thornyhead Gulf of Alaska,1986,28.77
Shortspine thornyhead Pacific Coast,1986,29.09
Silk snapper Caribbean,1986,30.01
Silver hake Gulf of Maine / Georges Bank,1986,31.53
Silver hake Scotian Shelf and Bay of Fundy,1986,29.4
Silver hake Southern Georges Bank / Mid-Atlantic,1986,29.77
Silverfish Southeast Australia,1986,30.3
Skipjack tuna Central Western Pacific Ocean,1986,31.0
Skipjack tuna Eastern Atlantic,1986,30.38
Skipjack tuna Eastern Pacific,1986,29.25
Skipjack tuna Indian Ocean,1986,30.14
Skipjack tuna Western Atlantic,1986,27.86
Smooth dogfish Atlantic,1986,30.22
Smooth oreo Bounty Plateau,1986,28.4
Smooth oreo Chatham Rise,1986,29.94
Smooth oreo East Pukaki Rise,1986,28.11
Smooth oreo Southland,1986,29.79
Smooth oreo West end of Chatham Rise,1986,30.06
Smooth skate Gulf of Maine / Georges Bank-Southern New England,1986,31.7
Smooth skate Southern Gulf of St. Lawrence,1986,29.13
Snapper Northern Spencer Gulf,1986,29.23
Snapper Southern Gulf St. Vincent,1986,29.77
Snapper Southern Spencer Gulf,1986,28.19
Snow crab Bering Sea,1986,30.65
Snow crab Hokkaido,1986,29.49
Snow crab Northern Gulf of St. Lawrence,1986,28.76
Snow crab Okhotsk Sea,1986,31.28
Snowy grouper Southern Atlantic coast,1986,30.22
Sockeye salmon Adams,1986,30.64
Sockeye salmon Akalura Lake,1986,27.86
Sockeye salmon Akwe River,1986,29.35
Sockeye salmon Anadyr sockeye wild,1986,29.55
Sockeye salmon Area 1,1986,28.86
Sockeye salmon Area 12,1986,31.08
Sockeye salmon Area 13,1986,30.77
Sockeye salmon Area 16,1986,29.9
Sockeye salmon Area 28,1986,29.23
Sockeye salmon Area 2E,1986,29.6
Sockeye salmon Area 2W,1986,30.09
Sockeye salmon Area 5,1986,28.64
Sockeye salmon Area 6,1986,30.43
Sockeye salmon Area 7,1986,29.44
Sockeye salmon Area 8,1986,29.4
Sockeye salmon Atnarko (Area 8),1986,28.9
Sockeye salmon Barkley Sound,1986,29.35
Sockeye salmon Bear River,1986,30.06
Sockeye salmon Birkenhead,1986,29.23
Sockeye salmon Black Lake,1986,29.22
Sockeye salmon Bowron,1986,29.94
Sockeye salmon Branch,1986,28.94
Sockeye salmon Chignik Lake,1986,30.48
Sockeye salmon Chilkat Lake,1986,30.27
Sockeye salmon Chilko,1986,30.45
Sockeye salmon Chilko South,1986,28.74
Sockeye salmon Chilkoot Lake,1986,28.18
Sockeye salmon Columbia R,1986,28.61
Sockeye salmon Cultus,1986,28.83
Sockeye salmon Early Upper Station,1986,28.63
Sockeye salmon East Kamchatka sockeye wild,1986,27.93
Sockeye salmon East-Alsek-Doame River,1986,30.13
Sockeye salmon Egegik,1986,29.23
Sockeye salmon Gates,1986,28.5
Sockeye salmon Gates Channel,1986,30.86
Sockeye salmon Horsefly,1986,29.1
Sockeye salmon Igushik River,1986,28.33
Sockeye salmon Italo River,1986,30.15
Sockeye salmon Japan High Seas catch sockeye hatchery,1986,31.74
Sockeye salmon Japan High Seas catch sockeye wild,1986,30.21
Sockeye salmon Karluk Lake,1986,30.11
Sockeye salmon Kimsquit,1986,29.36
Sockeye salmon Kitlope,1986,28.53
Sockeye salmon Klukshu River,1986,30.4
Sockeye salmon Kuskokwim,1986,29.94
Sockeye salmon Kvichak,1986,30.66
Sockeye salmon Lake Washington,1986,32.19
Sockeye salmon Late Stuart,1986,30.92
Sockeye salmon Late Upper Station,1986,28.85
Sockeye salmon Little River,1986,29.29
Sockeye salmon Long Lake,1986,30.57
Sockeye salmon Lost River,1986,30.6
Sockeye salmon Malina Lake,1986,29.1
Sockeye salmon McDonald,1986,28.97
Sockeye salmon Mitchell,1986,29.21
Sockeye salmon Nadina,1986,29.28
Sockeye salmon Nadina Channel,1986,29.34
Sockeye salmon Naknek,1986,29.23
Sockeye salmon Nass,1986,30.52
Sockeye salmon Nelson River,1986,30.66
Sockeye salmon Nushagak,1986,30.58
Sockeye salmon Nuyakuk,1986,30.72
Sockeye salmon Okhotsk sockeye wild,1986,28.5
Sockeye salmon Owikeno Lake,1986,29.67
Sockeye salmon Pasagshak River,1986,28.06
Sockeye salmon Pauls Bay Drainage,1986,30.62
Sockeye salmon Pitt,1986,31.3
Sockeye salmon Portage,1986,31.09
Sockeye salmon Quinault,1986,28.32
Sockeye salmon Raft,1986,29.36
Sockeye salmon Redoubt Lake,1986,31.85
Sockeye salmon Saltery Lake,1986,28.93
Sockeye salmon Seymour,1986,31.06
Sockeye salmon Situk River,1986,27.87
Sockeye salmon Skeena,1986,30.89
Sockeye salmon Skidegate,1986,29.61
Sockeye salmon Speel Lake,1986,31.01
Sockeye salmon Stellako,1986,31.76
Sockeye salmon Stikine (District108),1986,29.69
Sockeye salmon Tahltan,1986,28.46
Sockeye salmon Taku River,1986,28.43
Sockeye salmon Togiak,1986,30.2
Sockeye salmon Uganik Lake,1986,30.61
Sockeye salmon Ugashik,1986,29.34
Sockeye salmon Upper Cook Inlet,1986,29.85
Sockeye salmon Weaver,1986,28.62
Sockeye salmon Weaver Channel,1986,29.55
Sockeye salmon West Kamchatka sockeye wild,1986,29.53
Sockeye salmon Wood,1986,30.37
Sockeye salmon cayenne,1986,30.28
Sockeye salmon chilliwack,1986,30.78
Sockeye salmon fennell,1986,29.28
Sockeye salmon harrison,1986,29.26
Sockeye salmon nahatlatch,1986,31.07
Sockeye salmon scotch,1986,29.09
Sockeye salmon shuswap,1986,28.82
Softshell clam  Quebec Coastal Waters,1986,28.75
South African abalone South Africa,1986,30.33
South Pacific hake Central-Southern Chile,1986,29.23
Southern blue whiting Campbell Island Rise,1986,30.61
Southern blue whiting Central-Southern Chile,1986,30.76
Southern blue whiting Southern Argentina,1986,29.46
Southern bluefin tuna Southern Oceans,1986,29.38
Southern hake Central-Southern Chile,1986,30.13
Southern hake Chatham Rise,1986,29.28
Southern hake Sub-Antarctic,1986,30.52
Southern hake West Coast South Island,1986,29.1
Southern spiny lobster South Africa South coast,1986,28.22
Spanish mackerel Gulf of Mexico,1986,28.95
Spanish mackerel Southern Atlantic coast,1986,29.68
Spear squid Pacific Ocean,1986,27.3
Spiny dogfish Atlantic Coast,1986,31.75
"Spiny dogfish Scotian Shelf, Bay of Fundy and Georges Bank",1986,32.68
Splitnose rockfish Pacific Coast,1986,28.58
Spotted mackerel Pacific Coast of Japan,1986,28.64
Spotted spiny dogfish Pacific Coast,1986,27.68
Sprat Baltic Areas 22-32,1986,28.82
Sprat ICES 6-7abcfghijk,1986,27.79
Sprat ICES 7de,1986,29.27
Sprat Kattegat and Skagerrak,1986,28.83
Sprat North Sea,1986,27.92
Spurdog Northeast Atlantic,1986,29.03
Starry flounder Northern Pacific Coast,1986,30.26
Starry flounder Southern Pacific Coast,1986,29.62
Striped bass Gulf of Maine / Cape Hatteras,1986,29.02
Striped marlin Indian Ocean,1986,28.08
Striped marlin Northeast Pacific,1986,29.75
Striped marlin Western Pacific Ocean,1986,31.16
Striped marlin Western and Central North Pacific,1986,28.9
Striped red mullet ICES 6-7abcefghijk-8-9a,1986,30.18
Summer flounder Mid-Atlantic Coast,1986,28.33
Swordfish Eastern Pacific,1986,28.09
Swordfish Indian Ocean,1986,27.99
Swordfish Mediterranean Sea,1986,29.38
Swordfish North Pacific Ocean,1986,28.7
Swordfish Northern Atlantic,1986,27.35
Swordfish South Atlantic,1986,28.21
Tanner crab Bering Sea and Aleutian Islands,1986,30.65
Tarakihi Sub-Antarctic,1986,30.4
Thorny skate Grand Bank and St Pierre Bank,1986,29.5
Thorny skate Gulf of Maine / Georges Bank-Southern New England,1986,30.4
Thorny skate Southern Gulf of St. Lawrence,1986,30.87
Tiger flathead Southeast Australia,1986,29.88
Tilefish Gulf of Mexico,1986,29.04
Tilefish Mid-Atlantic Coast,1986,29.01
Tilefish Southern Atlantic coast,1986,30.73
Trevally New Zealand Areas TRE 7,1986,29.12
Turbot Baltic Areas 22-32,1986,29.27
Turbot Black Sea,1986,29.16
Turbot Kattegat and Skagerrak,1986,28.9
Turbot North Sea,1986,29.1
Tusk ICES 5a-14,1986,29.28
Vermilion snapper Gulf of Mexico,1986,30.59
Vermilion snapper Southern Atlantic coast,1986,29.26
Walleye pollock Aleutian Islands,1986,28.43
Walleye pollock Bogoslof,1986,28.96
Walleye pollock Eastern Bering Sea,1986,31.31
Walleye pollock Gulf of Alaska,1986,31.05
Walleye pollock Navarinsky,1986,31.37
Walleye pollock Nemuro Strait,1986,27.62
Walleye pollock Northern Sea of Okhotsk,1986,29.45
Walleye pollock Okhotsk Sea,1986,30.74
Walleye pollock Pacific Coast of Japan,1986,31.42
Walleye pollock Sea of Japan North,1986,31.43
Walleye pollock Western Bering Sea,1986,30.55
Weakfish Atlantic Coast,1986,28.32
West coast rock lobster South Africa Area 7,1986,27.85
West coast rock lobster South Africa Area 8,1986,31.73
West coast rock lobster South Africa Areas 1-2,1986,31.13
West coast rock lobster South Africa Areas 3-4,1986,31.18
West coast rock lobster South Africa Areas 5-6,1986,29.1
White anglerfish ICES 7-8abd,1986,29.68
White anglerfish ICES 8c-9a,1986,31.1
White hake Gulf of Maine / Georges Bank,1986,30.74
White hake Northern Gulf of St. Lawrence,1986,29.64
"White hake Scotian Shelf, Bay of Fundy and Georges Bank",1986,28.92
White hake Southern Gulf of St. Lawrence,1986,27.82
White hake St. Pierre Bank,1986,28.34
White marlin Atlantic Ocean,1986,29.59
White shrimp Gulf of Mexico,1986,28.75
Whitespotted conger Ise and Mikawa Bay,1986,28.23
Whiting Celtic Sea,1986,29.31
Whiting ICES 4-7d,1986,29.23
Whiting Irish Sea,1986,30.86
Whiting Kattegat and Skagerrak,1986,31.32
Whiting Rockall Bank,1986,30.35
Whiting West of Scotland,1986,29.03
Widow rockfish Pacific Coast,1986,29.17
